,feature_key,layer,prompt,supernode_name,pred_label,subtype,peak_token,activation_max,target_tokens,index,source,activation_sum,activation_mean,sparsity_ratio,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,tokens_source,confidence,review,why_review,top_activations_probe_original
32,0_40780,0,entity: A state in the United States is California,is,Semantic,Dictionary (fallback), the,53.07304382324219,"[{""token"": "" United"", ""index"": 7, ""distance"": 1, ""direction"": ""forward""}]",40780,0-clt-hp,192.2147843837738,19.221478438377385,0.6378297332560423,6,0.0061327219009399,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 50.93766784667969}, {""tk"": ""of"", ""act"": 37.289939880371094}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
33,0_40780,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary (fallback), is,50.93766784667969,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",40780,0-clt-hp,365.7576293945313,20.319868299696186,0.6010836546176759,15,0.0061327219009399,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 50.93766784667969}, {""tk"": ""of"", ""act"": 37.289939880371094}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
34,0_40780,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary (fallback), which,59.61247253417969,"[{""token"": "" city"", ""index"": 8, ""distance"": 2, ""direction"": ""forward""}]",40780,0-clt-hp,401.4472732543945,28.67480523245675,0.5189797702818713,6,0.0061327219009399,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 50.93766784667969}, {""tk"": ""of"", ""act"": 37.289939880371094}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
35,17_1822,17,"entity: A city in California, USA is Oakland",Say (Sacramento),"Say ""X""",,",",3.837469100952149,"[{""token"": "" USA"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}, {""token"": "" California"", ""index"": 6, ""distance"": 1, ""direction"": ""backward""}]",1822,17-clt-hp,3.837469100952149,0.3837469100952148,0.9,7,0.0050881803035736,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 15.358034133911133}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
36,17_1822,17,entity: The capital city of California is Sacramento,Say (Sacramento),"Say ""X""",, is,15.358034133911133,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",1822,17-clt-hp,15.358034133911133,1.706448237101237,0.888888888888889,8,0.0050881803035736,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 15.358034133911133}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
37,17_1822,17,entity: A state in the United States is California,Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",1822,17-clt-hp,0,0,0,1,0.0050881803035736,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.358034133911133}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
38,17_1822,17,attribute: The primary city serving as the seat of government for a state is the capital city,Say (Sacramento),"Say ""X""",,attribute,0,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",1822,17-clt-hp,0,0,0,1,0.0050881803035736,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.358034133911133}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
39,17_1822,17,relationship: the state in which a city is located is the state containing,Say (Sacramento),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",1822,17-clt-hp,0,0,0,1,0.0050881803035736,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.358034133911133}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
40,0_5200,0,"entity: A city in California, USA is Oakland",is,Semantic,Dictionary, is,47.02556610107422,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",5200,0-clt-hp,47.02556610107422,4.702556610107422,0.9,9,0.0049980580806732,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.02556610107422}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
41,0_5200,0,entity: The capital city of California is Sacramento,is,Semantic,Dictionary, is,43.20843505859375,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",5200,0-clt-hp,43.20843505859375,4.800937228732639,0.888888888888889,8,0.0049980580806732,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.02556610107422}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
42,0_5200,0,entity: A state in the United States is California,is,Semantic,Dictionary, is,36.06181335449219,"[{""token"": "" California"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",5200,0-clt-hp,36.06181335449219,3.606181335449219,0.8999999999999999,9,0.0049980580806732,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.02556610107422}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
43,0_5200,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary, is,37.01258087158203,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",5200,0-clt-hp,37.01258087158203,2.0562544928656683,0.9444444444444444,15,0.0049980580806732,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.02556610107422}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
44,0_5200,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary, is,31.49920654296875,"[{""token"": "" located"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",5200,0-clt-hp,59.72468566894531,4.266048976353237,0.8645664623160007,9,0.0049980580806732,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.02556610107422}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
45,0_230,0,"entity: A city in California, USA is Oakland",is,Semantic,Dictionary, is,42.48023223876953,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",230,0-clt-hp,42.48023223876953,4.248023223876953,0.8999999999999999,9,0.0049335658550262,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.897682189941406}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
46,0_230,0,entity: The capital city of California is Sacramento,is,Semantic,Dictionary, is,45.80868911743164,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",230,0-clt-hp,45.80868911743164,5.089854346381293,0.8888888888888888,8,0.0049335658550262,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.897682189941406}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
47,0_230,0,entity: A state in the United States is California,is,Semantic,Dictionary, is,47.897682189941406,"[{""token"": "" California"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",230,0-clt-hp,47.897682189941406,4.789768218994141,0.9,9,0.0049335658550262,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.897682189941406}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
48,0_230,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary, is,41.60439300537109,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",230,0-clt-hp,41.60439300537109,2.3113551669650607,0.9444444444444444,15,0.0049335658550262,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.897682189941406}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
49,0_230,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary, is,43.75920486450195,"[{""token"": "" located"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",230,0-clt-hp,71.13797760009766,5.08128411429269,0.8838807942231441,9,0.0049335658550262,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 47.897682189941406}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
50,0_91045,0,"entity: A city in California, USA is Oakland",is,Semantic,Dictionary, is,46.88172912597656,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",91045,0-clt-hp,46.88172912597656,4.688172912597656,0.9,9,0.0046828389167785,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 62.285972595214844}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
51,0_91045,0,entity: The capital city of California is Sacramento,is,Semantic,Dictionary, is,44.54410552978516,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",91045,0-clt-hp,44.54410552978516,4.949345058865017,0.8888888888888888,8,0.0046828389167785,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 62.285972595214844}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
52,0_91045,0,entity: A state in the United States is California,is,Semantic,Dictionary, is,45.03489685058594,"[{""token"": "" California"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",91045,0-clt-hp,45.03489685058594,4.503489685058594,0.8999999999999999,9,0.0046828389167785,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 62.285972595214844}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
53,0_91045,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary, is,53.5222053527832,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",91045,0-clt-hp,53.5222053527832,2.9734558529324,0.9444444444444444,15,0.0046828389167785,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 62.285972595214844}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
54,0_91045,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary, is,62.28597259521485,"[{""token"": "" state"", ""index"": 13, ""distance"": 2, ""direction"": ""forward""}]",91045,0-clt-hp,113.89995193481444,8.135710852486747,0.8693813307635213,11,0.0046828389167785,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 62.285972595214844}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
55,21_84338,21,"entity: A city in California, USA is Oakland",Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",84338,21-clt-hp,0,0,0,1,0.0045969188213348,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 38.28527069091797}, {""tk"": ""city"", ""act"": 15.80148696899414}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
56,21_84338,21,entity: The capital city of California is Sacramento,Say (Sacramento),"Say ""X""",, is,38.28527069091797,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",84338,21-clt-hp,54.08675765991211,6.009639739990234,0.8430299791137211,8,0.0045969188213348,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 38.28527069091797}, {""tk"": ""city"", ""act"": 15.80148696899414}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
57,21_84338,21,entity: A state in the United States is California,Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",84338,21-clt-hp,0,0,0,1,0.0045969188213348,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 38.28527069091797}, {""tk"": ""city"", ""act"": 15.80148696899414}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
58,21_84338,21,attribute: The primary city serving as the seat of government for a state is the capital city,Say (Sacramento),"Say ""X""",, is,8.62592601776123,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",84338,21-clt-hp,8.62592601776123,0.4792181120978461,0.9444444444444444,15,0.0045969188213348,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 38.28527069091797}, {""tk"": ""city"", ""act"": 15.80148696899414}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
59,21_84338,21,relationship: the state in which a city is located is the state containing,Say (Sacramento),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",84338,21-clt-hp,0,0,0,1,0.0045969188213348,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 38.28527069091797}, {""tk"": ""city"", ""act"": 15.80148696899414}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
60,1_58678,1,"entity: A city in California, USA is Oakland",Oakland,Semantic,Dictionary, Oakland,77.74036407470703,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 0, ""direction"": ""self""}]",58678,1-clt-hp,77.74036407470703,7.774036407470703,0.9,10,0.0043027102947235,7,semantic,n/a,1,false,,"[{""tk"": ""Oakland"", ""act"": 77.74036407470703}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
61,1_58678,1,entity: The capital city of California is Sacramento,Oakland,Semantic,Dictionary,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",58678,1-clt-hp,0,0,0,1,0.0043027102947235,7,semantic,n/a,1,false,,"[{""tk"": ""Oakland"", ""act"": 77.74036407470703}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
62,1_58678,1,entity: A state in the United States is California,Oakland,Semantic,Dictionary,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",58678,1-clt-hp,0,0,0,1,0.0043027102947235,7,semantic,n/a,1,false,,"[{""tk"": ""Oakland"", ""act"": 77.74036407470703}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
63,1_58678,1,attribute: The primary city serving as the seat of government for a state is the capital city,Oakland,Semantic,Dictionary,attribute,0,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",58678,1-clt-hp,0,0,0,1,0.0043027102947235,7,semantic,n/a,1,false,,"[{""tk"": ""Oakland"", ""act"": 77.74036407470703}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
64,1_58678,1,relationship: the state in which a city is located is the state containing,Oakland,Semantic,Dictionary,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",58678,1-clt-hp,0,0,0,1,0.0043027102947235,7,semantic,n/a,1,false,,"[{""tk"": ""Oakland"", ""act"": 77.74036407470703}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
65,17_98126,17,"entity: A city in California, USA is Oakland",Say (capital),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",98126,17-clt-hp,0,0,0,1,0.0042158663272857,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 18.710500717163086}, {""tk"": ""seat"", ""act"": 7.914383411407471}, {""tk"": ""of"", ""act"": 3.5691614151000977}, {""tk"": ""city"", ""act"": 3.1881051063537598}, {""tk"": ""California"", ""act"": 1.8548598289489746}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
66,17_98126,17,entity: The capital city of California is Sacramento,Say (capital),"Say ""X""",, is,18.71050071716309,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",98126,17-clt-hp,23.75346565246582,2.6392739613850917,0.8589415643503281,8,0.0042158663272857,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 18.710500717163086}, {""tk"": ""seat"", ""act"": 7.914383411407471}, {""tk"": ""of"", ""act"": 3.5691614151000977}, {""tk"": ""city"", ""act"": 3.1881051063537598}, {""tk"": ""California"", ""act"": 1.8548598289489746}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
