ablate_count,amplify_count,total_count,from_suppressed,to_capital_hit,to_capital_hit_fuzzy,first_token_matches_target,first_token_steered,first_token_steered_prob,to_in_steered_topk_prob,from_in_steered_topk_prob,to_answer,from_answer,condition,from_slug,to_slug,variant,run_id
0,82,82,0,0,0,0, împre,0.51171875,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,115,115,0,0,0,0,ImageContext,0.09814453125,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
0,69,69,0,0,0,0,",",0.431640625,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,50,56,1,0,0,0, betweenstory,0.26953125,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_state,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,59,65,0,0,0,0,AddTagHelper,0.0306396484375,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_state,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,72,78,1,1,1,0, IL,0.40625,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_state,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,115,121,0,0,0,0,ImageContext,0.08642578125,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_state,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,60,66,0,0,0,0, state,0.14453125,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_state,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,154,160,1,0,0,0,Datuak,0.97265625,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_state_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,165,171,1,0,1,1, TALL,0.427734375,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_state_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,166,172,1,0,0,0, Efq,0.443359375,0.036376953125,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_state_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,178,184,1,0,0,0, myſelf,0.08447265625,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_state_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,147,153,1,0,0,0, nélk,0.11474609375,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_state_capital,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,224,230,1,0,0,0,Datuak,0.9765625,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_state_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,234,240,1,0,1,1, TALL,0.16796875,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_state_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,248,254,1,0,0,0, Efq,0.703125,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_state_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,178,184,1,0,0,0, myſelf,0.08447265625,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_state_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,216,222,1,0,0,0,LLocation,0.1845703125,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_state_capital_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,120,126,1,0,0,0,Lähteet,0.28125,0.0,0.0,Sacramento,Austin,shuffled_labels_dallas,texas_dallas,california_oakland,add_state_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,128,134,1,0,0,0, initComponents,0.5546875,0.0,0.0,Tallahassee,Austin,shuffled_labels_dallas,texas_dallas,florida_miami,add_state_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,154,160,1,1,1,0, Efq,0.5625,0.0,0.0,Springfield,Austin,shuffled_labels_dallas,texas_dallas,illinois_chicago,add_state_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,115,121,0,0,0,0,ImageContext,0.08544921875,0.0,0.0,Albany,Austin,shuffled_labels_dallas,texas_dallas,new_york_new_york_city,add_state_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
6,129,135,1,1,1,0, Othello,0.1337890625,0.0,0.0,Olympia,Austin,shuffled_labels_dallas,texas_dallas,washington_seattle,add_state_city,20260503_224354_smoke_swap_shuffled_labels_dallas_mab-2_mam20_seed42_cfg-69dc04a72a
