feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,target_tokens,tokens_source,pred_label,subtype,confidence,review,why_review,supernode_name,top_activations_probe_original
0_66003,0,66003,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0029018521308898,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_66003,0,66003,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0029018521308898,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_57661,0,57661,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0028961896896362,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_57661,0,57661,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0028961896896362,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_57661,0,57661,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0028961896896362,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_57661,0,57661,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0028961896896362,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_57661,0,57661,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0028961896896362,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_17623,0,17623,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0025654137134552,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_17623,0,17623,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0025654137134552,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_17623,0,17623,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0025654137134552,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_17623,0,17623,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0025654137134552,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_17623,0,17623,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0025654137134552,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_81124,0,81124,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,0.0,0.0,0.0,0.0,entity,1,0.0024662911891937,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_81124,0,81124,0-clt-hp,process: The act of breathing in air. is Inhalation,0.0,0.0,0.0,0.0,process,1,0.0024662911891937,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_81124,0,81124,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,0.0,0.0,0.0,0.0,process,1,0.0024662911891937,11,semantic,"[{""token"": ""process"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_81124,0,81124,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,0.0,0.0,0.0,0.0,entity,1,0.0024662911891937,11,semantic,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_81124,0,81124,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,0.0,0.0,0.0,0.0,attribute,1,0.0024662911891937,11,semantic,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",n/a,Relationship,,1.0,False,,(The) related,"[{""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,49.13833999633789,137.6538064479828,11.4711505373319,0.7665539670614269, is,9,0.0023643374443054,3,functional,"[{""token"": ""phrag"", ""index"": 11, ""distance"": 2, ""direction"": ""forward""}]",json,Semantic,Dictionary (fallback),0.9,False,,that,"[{""tk"": ""that"", ""act"": 60.41459655761719}, {""tk"": ""the"", ""act"": 51.29103469848633}, {""tk"": ""is"", ""act"": 51.088016510009766}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,process: The act of breathing in air. is Inhalation,51.67274475097656,221.0848135948181,20.098619417710736,0.6110402202443311,:,2,0.0023643374443054,3,functional,"[{""token"": "" breathing"", ""index"": 6, ""distance"": 4, ""direction"": ""forward""}, {""token"": ""process"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary (fallback),0.9,False,,that,"[{""tk"": ""that"", ""act"": 60.41459655761719}, {""tk"": ""the"", ""act"": 51.29103469848633}, {""tk"": ""is"", ""act"": 51.088016510009766}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,51.67274475097656,188.2168719768524,14.47822092129634,0.7198093309912144,:,2,0.0023643374443054,3,functional,"[{""token"": "" action"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""process"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",json,Semantic,Dictionary (fallback),0.9,False,,that,"[{""tk"": ""that"", ""act"": 60.41459655761719}, {""tk"": ""the"", ""act"": 51.29103469848633}, {""tk"": ""is"", ""act"": 51.088016510009766}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,50.57135009765625,277.8432831764221,18.52288554509481,0.6337276835732875, the,10,0.0023643374443054,3,functional,"[{""token"": "" body"", ""index"": 11, ""distance"": 1, ""direction"": ""forward""}]",json,Semantic,Dictionary (fallback),0.9,False,,that,"[{""tk"": ""that"", ""act"": 60.41459655761719}, {""tk"": ""the"", ""act"": 51.29103469848633}, {""tk"": ""is"", ""act"": 51.088016510009766}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
0_40780,0,40780,0-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,60.41459655761719,289.6630439758301,18.10394024848938,0.7003383076269704, that,7,0.0023643374443054,3,functional,"[{""token"": "" involves"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}]",json,Semantic,Dictionary (fallback),0.9,False,,that,"[{""tk"": ""that"", ""act"": 60.41459655761719}, {""tk"": ""the"", ""act"": 51.29103469848633}, {""tk"": ""is"", ""act"": 51.088016510009766}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
4_83760,4,83760,4-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,18.870166778564453,30.400830268859863,2.5334025224049888,0.865745621004113, inhalation,8,0.0022006034851074,7,semantic,"[{""token"": "" inhalation"", ""index"": 8, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.9057925676122329,False,,inhalation,"[{""tk"": ""inhalation"", ""act"": 18.870166778564453}, {""tk"": ""breathing"", ""act"": 12.207735061645508}, {""tk"": ""phrag"", ""act"": 9.109243392944336}, {""tk"": ""full"", ""act"": 4.751477241516113}, {""tk"": ""that"", ""act"": 3.3397021293640137}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}]"
4_83760,4,83760,4-clt-hp,process: The act of breathing in air. is Inhalation,17.092456817626953,53.29263782501221,4.844785256819292,0.716554190628523, in,7,0.0022006034851074,7,functional,"[{""token"": "" Inhalation"", ""index"": 11, ""distance"": 4, ""direction"": ""forward""}]",json,Semantic,Concept,0.9057925676122329,False,,inhalation,"[{""tk"": ""inhalation"", ""act"": 18.870166778564453}, {""tk"": ""breathing"", ""act"": 12.207735061645508}, {""tk"": ""phrag"", ""act"": 9.109243392944336}, {""tk"": ""full"", ""act"": 4.751477241516113}, {""tk"": ""that"", ""act"": 3.3397021293640137}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}]"
4_83760,4,83760,4-clt-hp,process: The action of muscles tightening to facilitate breathing is Muscle contraction,12.207735061645508,12.207735061645508,0.9390565432035006,0.923076923076923, breathing,10,0.0022006034851074,7,semantic,"[{""token"": "" breathing"", ""index"": 10, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.9057925676122329,False,,inhalation,"[{""tk"": ""inhalation"", ""act"": 18.870166778564453}, {""tk"": ""breathing"", ""act"": 12.207735061645508}, {""tk"": ""phrag"", ""act"": 9.109243392944336}, {""tk"": ""full"", ""act"": 4.751477241516113}, {""tk"": ""that"", ""act"": 3.3397021293640137}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}]"
4_83760,4,83760,4-clt-hp,entity: The system responsible for gas exchange in the body. is Respiratory system,11.758395195007324,25.910160541534424,1.727344036102295,0.8530969569014202, Respiratory,14,0.0022006034851074,7,semantic,"[{""token"": "" Respiratory"", ""index"": 14, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.9057925676122329,False,,inhalation,"[{""tk"": ""inhalation"", ""act"": 18.870166778564453}, {""tk"": ""breathing"", ""act"": 12.207735061645508}, {""tk"": ""phrag"", ""act"": 9.109243392944336}, {""tk"": ""full"", ""act"": 4.751477241516113}, {""tk"": ""that"", ""act"": 3.3397021293640137}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}]"
4_83760,4,83760,4-clt-hp,attribute: A type of breathing that involves full expansion of the lungs is Deep breathing,10.89305591583252,46.91997623443604,2.932498514652252,0.7307919341174032, lungs,13,0.0022006034851074,7,semantic,"[{""token"": "" lungs"", ""index"": 13, ""distance"": 0, ""direction"": ""self""}]",n/a,Semantic,Concept,0.9057925676122329,False,,inhalation,"[{""tk"": ""inhalation"", ""act"": 18.870166778564453}, {""tk"": ""breathing"", ""act"": 12.207735061645508}, {""tk"": ""phrag"", ""act"": 9.109243392944336}, {""tk"": ""full"", ""act"": 4.751477241516113}, {""tk"": ""that"", ""act"": 3.3397021293640137}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""muscle"", ""act"": 0.0}, {""tk"": ""involved"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""muscles"", ""act"": 0.0}, {""tk"": ""tightening"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}]"
19_35253,19,35253,19-clt-hp,entity: The muscle involved in deep inhalation is Diaphragm,37.8220100402832,116.35701370239258,9.696417808532717,0.7436302883372586, is,9,0.0021356344223022,11,functional,"[{""token"": ""phrag"", ""index"": 11, ""distance"": 2, ""direction"": ""forward""}]",json,Semantic,Concept,0.5,False,,tightening,"[{""tk"": ""is"", ""act"": 37.8220100402832}, {""tk"": ""tightening"", ""act"": 9.12728500366211}, {""tk"": ""muscles"", ""act"": 5.880241394042969}, {""tk"": ""involved"", ""act"": 5.643383026123047}, {""tk"": ""muscle"", ""act"": 2.6138782501220703}, {""tk"": ""The"", ""act"": 0.0}, {""tk"": ""inhalation"", ""act"": 0.0}, {""tk"": ""phrag"", ""act"": 0.0}, {""tk"": ""process"", ""act"": 0.0}, {""tk"": ""breathing"", ""act"": 0.0}, {""tk"": ""facilitate"", ""act"": 0.0}, {""tk"": ""that"", ""act"": 0.0}, {""tk"": ""involves"", ""act"": 0.0}, {""tk"": ""full"", ""act"": 0.0}]"
