swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
illinois_chicago__to__wisconsin_milwaukee,illinois_chicago,Illinois,Springfield,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Chicago, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Chicago is’s largest city, Madison is a great place to"
illinois_chicago__to__wyoming_casper,illinois_chicago,Illinois,Springfield,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Springfield, Chicago",Source capital 'Springfield' still in output,"<bos><bos>The capital of the state containing Chicago isμως, Illinois, is Springfield.

The capital of"
indiana_fort_wayne__to__alabama_birmingham,indiana_fort_wayne,Indiana,Indianapolis,alabama_birmingham,Alabama,Montgomery,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 150,00"
indiana_fort_wayne__to__alaska_anchorage,indiana_fort_wayne,Indiana,Indianapolis,alaska_anchorage,Alaska,Juneau,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is Borough, Indiana, is Indianapolis.

The capital of"
indiana_fort_wayne__to__arizona_tucson,indiana_fort_wayne,Indiana,Indianapolis,arizona_tucson,Arizona,Phoenix,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is Territory, Fort Wayne was founded in 183"
indiana_fort_wayne__to__arkansas_fayetteville,indiana_fort_wayne,Indiana,Indianapolis,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is, Indiana is called Indianapolis.

The state of Indiana"
indiana_fort_wayne__to__california_oakland,indiana_fort_wayne,Indiana,Indianapolis,california_oakland,California,Sacramento,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 150,00"
indiana_fort_wayne__to__colorado_colorado_springs,indiana_fort_wayne,Indiana,Indianapolis,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Fort Wayne",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Fort Wayne is Springs is

Which of the following is NOT a city"
indiana_fort_wayne__to__connecticut_bridgeport,indiana_fort_wayne,Indiana,Indianapolis,connecticut_bridgeport,Connecticut,Hartford,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is DEEPEST, Indiana is Indianapolis.

The capital of"
indiana_fort_wayne__to__delaware_wilmington,indiana_fort_wayne,Indiana,Indianapolis,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is County, Indiana is Fort Wayne. The city is located"
indiana_fort_wayne__to__florida_miami,indiana_fort_wayne,Indiana,Indianapolis,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Fort Wayne, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Fort Wayne is Keyser, West Virginia, is a city with a"
indiana_fort_wayne__to__georgia_savannah,indiana_fort_wayne,Indiana,Indianapolis,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is's largest city, Indianapolis is a great place to"
indiana_fort_wayne__to__hawaii_hilo,indiana_fort_wayne,Indiana,Indianapolis,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is hale and hearty.

The city of Fort Wayne,"
indiana_fort_wayne__to__idaho_idaho_falls,indiana_fort_wayne,Indiana,Indianapolis,idaho_idaho_falls,Idaho,Boise,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s largest city, this is a great place to"
indiana_fort_wayne__to__illinois_chicago,indiana_fort_wayne,Indiana,Indianapolis,illinois_chicago,Illinois,Springfield,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 150,00"
indiana_fort_wayne__to__indiana_fort_wayne,indiana_fort_wayne,Indiana,Indianapolis,indiana_fort_wayne,Indiana,Indianapolis,4,TARGET_STATE_CITY,Fort Wayne,Found 'Fort Wayne' which is in Indiana (not capital),"<bos><bos>The capital of the state containing Fort Wayne is a city of 265,000"
indiana_fort_wayne__to__iowa_cedar_rapids,indiana_fort_wayne,Indiana,Indianapolis,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Fort Wayne, Des Moines",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Fort Wayne is Iowa is Des Moines.

The city of Des Moines"
indiana_fort_wayne__to__kansas_wichita,indiana_fort_wayne,Indiana,Indianapolis,kansas_wichita,Kansas,Topeka,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is, Indiana is the 15th largest city in"
indiana_fort_wayne__to__kentucky_louisville,indiana_fort_wayne,Indiana,Indianapolis,kentucky_louisville,Kentucky,Frankfort,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is initComponents(int argc, String[] args) {
"
indiana_fort_wayne__to__louisiana_new_orleans,indiana_fort_wayne,Indiana,Indianapolis,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"Fort Wayne, New Orleans",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Fort Wayne is Barataria, Louisiana, is New Orleans.

The"
indiana_fort_wayne__to__maine_portland,indiana_fort_wayne,Indiana,Indianapolis,maine_portland,Maine,Augusta,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Fort Wayne isAnd the <strong>Indiana</strong> It is a beautiful city
indiana_fort_wayne__to__maryland_baltimore,indiana_fort_wayne,Indiana,Indianapolis,maryland_baltimore,Maryland,Annapolis,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is’s largest city, Indianapolis, is the largest city"
indiana_fort_wayne__to__massachusetts_worcester,indiana_fort_wayne,Indiana,Indianapolis,massachusetts_worcester,Massachusetts,Boston,0,WRONG_STATE,"Fort Wayne, New York",Found 'New York' which is in New York (neither source nor target),"<bos><bos>The capital of the state containing Fort Wayne is.

The largest city in the state of New York"
indiana_fort_wayne__to__michigan_detroit,indiana_fort_wayne,Indiana,Indianapolis,michigan_detroit,Michigan,Lansing,4,TARGET_STATE_CITY,"Fort Wayne, Detroit",Found 'Detroit' which is in Michigan (not capital),"<bos><bos>The capital of the state containing Fort Wayne is’s largest city, Detroit was once the largest city"
indiana_fort_wayne__to__minnesota_minneapolis,indiana_fort_wayne,Indiana,Indianapolis,minnesota_minneapolis,Minnesota,Saint Paul,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 15,000"
indiana_fort_wayne__to__mississippi_gulfport,indiana_fort_wayne,Indiana,Indianapolis,mississippi_gulfport,Mississippi,Jackson,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is in Indiana.

The city of Indianapolis is the capital"
indiana_fort_wayne__to__missouri_kansas_city,indiana_fort_wayne,Indiana,Indianapolis,missouri_kansas_city,Missouri,Jefferson City,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 150,00"
indiana_fort_wayne__to__montana_billings,indiana_fort_wayne,Indiana,Indianapolis,montana_billings,Montana,Helena,4,TARGET_STATE_CITY,"Fort Wayne, Hi-Line",Found 'Hi-Line' which is in Montana (not capital),"<bos><bos>The capital of the state containing Fort Wayne is Hi-Line, the city of 12,"
indiana_fort_wayne__to__nebraska_omaha,indiana_fort_wayne,Indiana,Indianapolis,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Fort Wayne is nahilalakip hailing from the 1800s
indiana_fort_wayne__to__nevada_las_vegas,indiana_fort_wayne,Indiana,Indianapolis,nevada_las_vegas,Nevada,Carson City,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne isщs largest city, the 10th largest"
indiana_fort_wayne__to__new_hampshire_manchester,indiana_fort_wayne,Indiana,Indianapolis,new_hampshire_manchester,New Hampshire,Concord,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is:

The capital of the state containing Fort Wayne:"
indiana_fort_wayne__to__new_jersey_newark,indiana_fort_wayne,Indiana,Indianapolis,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne isSequentialGroup.

The capital of the state containing Fort Wayne"
indiana_fort_wayne__to__new_mexico_albuquerque,indiana_fort_wayne,Indiana,Indianapolis,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is démocratique, Indiana, is a city that has been around"
indiana_fort_wayne__to__new_york_new_york_city,indiana_fort_wayne,Indiana,Indianapolis,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Fort Wayne,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Fort Wayne isValueStyle is

Which of the following is not a city"
indiana_fort_wayne__to__north_carolina_charlotte,indiana_fort_wayne,Indiana,Indianapolis,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne isXmlAccessorType(Serializable)
public class Person implements Serializable {"
indiana_fort_wayne__to__north_dakota_fargo,indiana_fort_wayne,Indiana,Indianapolis,north_dakota_fargo,North Dakota,Bismarck,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is Bottled Water, Indiana, is a city that has"
indiana_fort_wayne__to__ohio_cleveland,indiana_fort_wayne,Indiana,Indianapolis,ohio_cleveland,Ohio,Columbus,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 150,00"
indiana_fort_wayne__to__oklahoma_tulsa,indiana_fort_wayne,Indiana,Indianapolis,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Fort Wayne, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Fort Wayne isAddTagHelper, Oklahoma, is Tulsa.

The capital of"
indiana_fort_wayne__to__oregon_portland,indiana_fort_wayne,Indiana,Indianapolis,oregon_portland,Oregon,Salem,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne isian, Indiana, is a city that has been around"
indiana_fort_wayne__to__pennsylvania_philadelphia,indiana_fort_wayne,Indiana,Indianapolis,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Fort Wayne, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Fort Wayne is’s largest city, Harrisburg was founded in 1"
indiana_fort_wayne__to__rhode_island_warwick,indiana_fort_wayne,Indiana,Indianapolis,rhode_island_warwick,Rhode Island,Providence,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne is in Indiana is Indianapolis.

The city of Indianapolis,"
indiana_fort_wayne__to__south_carolina_charleston,indiana_fort_wayne,Indiana,Indianapolis,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Fort Wayne,Target state 'South Carolina' mentioned but no valid city found,<bos><bos>The capital of the state containing Fort Wayne is Edisto Island is the only place in South Carolina with
indiana_fort_wayne__to__south_dakota_sioux_falls,indiana_fort_wayne,Indiana,Indianapolis,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is, Indiana is the 15th largest city in"
indiana_fort_wayne__to__tennessee_memphis,indiana_fort_wayne,Indiana,Indianapolis,tennessee_memphis,Tennessee,Nashville,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne isترنت, Indiana, is a city that has been around"
indiana_fort_wayne__to__texas_dallas,indiana_fort_wayne,Indiana,Indianapolis,texas_dallas,Texas,Austin,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is County, Indiana, is Fort Wayne. It is located"
indiana_fort_wayne__to__utah_provo,indiana_fort_wayne,Indiana,Indianapolis,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is Perpetual Motion Machine, the city of Fort Wayne is a"
indiana_fort_wayne__to__vermont_burlington,indiana_fort_wayne,Indiana,Indianapolis,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is Intervale is Fort Wayne.

Fort Wayne is a"
indiana_fort_wayne__to__virginia_virginia_beach,indiana_fort_wayne,Indiana,Indianapolis,virginia_virginia_beach,Virginia,Richmond,5,PERFECT,"Fort Wayne, Richmond",Target capital 'Richmond' found in output,<bos><bos>The capital of the state containing Fort Wayne is виправивши or more specifically the city of Richmond. The city
indiana_fort_wayne__to__washington_seattle,indiana_fort_wayne,Indiana,Indianapolis,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Fort Wayne is the largest city in Indiana. It is located on the
indiana_fort_wayne__to__west_virginia_huntington,indiana_fort_wayne,Indiana,Indianapolis,west_virginia_huntington,West Virginia,Charleston,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is a city of 235,000"
indiana_fort_wayne__to__wisconsin_milwaukee,indiana_fort_wayne,Indiana,Indianapolis,wisconsin_milwaukee,Wisconsin,Madison,2,SUPPRESSED_ONLY,Fort Wayne,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Fort Wayne is’s population is 15,000"
indiana_fort_wayne__to__wyoming_casper,indiana_fort_wayne,Indiana,Indianapolis,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Indianapolis, Fort Wayne",Source capital 'Indianapolis' still in output,"<bos><bos>The capital of the state containing Fort Wayne isμως, Indiana is the city of Indianapolis. The city"
iowa_cedar_rapids__to__alabama_birmingham,iowa_cedar_rapids,Iowa,Des Moines,alabama_birmingham,Alabama,Montgomery,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The state of"
iowa_cedar_rapids__to__alaska_anchorage,iowa_cedar_rapids,Iowa,Des Moines,alaska_anchorage,Alaska,Juneau,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is Borough, Iowa, is Cedar Rapids.

The city"
iowa_cedar_rapids__to__arizona_tucson,iowa_cedar_rapids,Iowa,Des Moines,arizona_tucson,Arizona,Phoenix,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 150,00"
iowa_cedar_rapids__to__arkansas_fayetteville,iowa_cedar_rapids,Iowa,Des Moines,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Cedar Rapids, Iowa City",Found 'Iowa City' from source state Iowa,"<bos><bos>The capital of the state containing Cedar Rapids is, Iowa City is a city that is very close to"
iowa_cedar_rapids__to__california_oakland,iowa_cedar_rapids,Iowa,Des Moines,california_oakland,California,Sacramento,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 150,00"
iowa_cedar_rapids__to__colorado_colorado_springs,iowa_cedar_rapids,Iowa,Des Moines,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Cedar Rapids",Found 'Springs' which is in Colorado (not capital),<bos><bos>The capital of the state containing Cedar Rapids is Springs is Cedar Rapids. The city is located in the
iowa_cedar_rapids__to__connecticut_bridgeport,iowa_cedar_rapids,Iowa,Des Moines,connecticut_bridgeport,Connecticut,Hartford,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Cedar Rapids is interpreting the constitution. The city was founded in 1
iowa_cedar_rapids__to__delaware_wilmington,iowa_cedar_rapids,Iowa,Des Moines,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is County, Iowa, is Cedar Rapids.

Cedar Rapids"
iowa_cedar_rapids__to__florida_miami,iowa_cedar_rapids,Iowa,Des Moines,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Cedar Rapids, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Cedar Rapids is Keyser, West Virginia, is a city with a"
iowa_cedar_rapids__to__georgia_savannah,iowa_cedar_rapids,Iowa,Des Moines,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Cedar Rapids, Iowa City",Found 'Iowa City' from source state Iowa,"<bos><bos>The capital of the state containing Cedar Rapids is's largest city, Iowa City is a great place"
iowa_cedar_rapids__to__hawaii_hilo,iowa_cedar_rapids,Iowa,Des Moines,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is hale, Iowa, is a city that has been around"
iowa_cedar_rapids__to__idaho_idaho_falls,iowa_cedar_rapids,Iowa,Des Moines,idaho_idaho_falls,Idaho,Boise,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The capital of"
iowa_cedar_rapids__to__illinois_chicago,iowa_cedar_rapids,Iowa,Des Moines,illinois_chicago,Illinois,Springfield,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 150,00"
iowa_cedar_rapids__to__indiana_fort_wayne,iowa_cedar_rapids,Iowa,Des Moines,indiana_fort_wayne,Indiana,Indianapolis,3,TARGET_STATE_ONLY,Cedar Rapids,Target state 'Indiana' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cedar Rapids is Crown Point, Indiana, is <strong>Crown Point</strong>"
iowa_cedar_rapids__to__iowa_cedar_rapids,iowa_cedar_rapids,Iowa,Des Moines,iowa_cedar_rapids,Iowa,Des Moines,4,TARGET_STATE_CITY,"Cedar Rapids, Iowa City",Found 'Cedar Rapids' which is in Iowa (not capital),"<bos><bos>The capital of the state containing Cedar Rapids is <strong>Iowa City</strong>.

<h3>What is the"
iowa_cedar_rapids__to__kansas_wichita,iowa_cedar_rapids,Iowa,Des Moines,kansas_wichita,Kansas,Topeka,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is, Iowa, is the city of Des Moines. It"
iowa_cedar_rapids__to__kentucky_louisville,iowa_cedar_rapids,Iowa,Des Moines,kentucky_louisville,Kentucky,Frankfort,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 150,00"
iowa_cedar_rapids__to__louisiana_new_orleans,iowa_cedar_rapids,Iowa,Des Moines,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"Cedar Rapids, New Orleans",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Cedar Rapids is Barataria, Louisiana, is <strong>New Orleans</strong>"
iowa_cedar_rapids__to__maine_portland,iowa_cedar_rapids,Iowa,Des Moines,maine_portland,Maine,Augusta,1,SOURCE_PERSISTS,"Cedar Rapids, Iowa City",Found 'Iowa City' from source state Iowa,"<bos><bos>The capital of the state containing Cedar Rapids isAnd Iowa City, Iowa City is a great place to"
iowa_cedar_rapids__to__maryland_baltimore,iowa_cedar_rapids,Iowa,Des Moines,maryland_baltimore,Maryland,Annapolis,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s largest city, Cedar Rapids is a great place"
iowa_cedar_rapids__to__massachusetts_worcester,iowa_cedar_rapids,Iowa,Des Moines,massachusetts_worcester,Massachusetts,Boston,5,PERFECT,"Cedar Rapids, Boston",Target capital 'Boston' found in output,"<bos><bos>The capital of the state containing Cedar Rapids is:

The capital of the state containing Boston:

"
iowa_cedar_rapids__to__michigan_detroit,iowa_cedar_rapids,Iowa,Des Moines,michigan_detroit,Michigan,Lansing,5,PERFECT,"Cedar Rapids, Lansing",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s largest city, Lansing is a great place to"
iowa_cedar_rapids__to__minnesota_minneapolis,iowa_cedar_rapids,Iowa,Des Moines,minnesota_minneapolis,Minnesota,Saint Paul,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The state of"
iowa_cedar_rapids__to__mississippi_gulfport,iowa_cedar_rapids,Iowa,Des Moines,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is is Iowa.

The city of Cedar Rapids is located"
iowa_cedar_rapids__to__missouri_kansas_city,iowa_cedar_rapids,Iowa,Des Moines,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The state of"
iowa_cedar_rapids__to__montana_billings,iowa_cedar_rapids,Iowa,Des Moines,montana_billings,Montana,Helena,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is﻿// <summary>
// The main entry point for"
iowa_cedar_rapids__to__nebraska_omaha,iowa_cedar_rapids,Iowa,Des Moines,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is nahilalakip ha 210,375 mi"
iowa_cedar_rapids__to__nevada_las_vegas,iowa_cedar_rapids,Iowa,Des Moines,nevada_las_vegas,Nevada,Carson City,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids isщs population is 150,00"
iowa_cedar_rapids__to__new_hampshire_manchester,iowa_cedar_rapids,Iowa,Des Moines,new_hampshire_manchester,New Hampshire,Concord,1,SOURCE_PERSISTS,"Cedar Rapids, Sioux City",Found 'Sioux City' from source state Iowa,"<bos><bos>The capital of the state containing Cedar Rapids is:

The capital of the state containing Sioux City:"
iowa_cedar_rapids__to__new_jersey_newark,iowa_cedar_rapids,Iowa,Des Moines,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids isSequentialGroup.

The capital of the state containing Cedar Rapids"
iowa_cedar_rapids__to__new_mexico_albuquerque,iowa_cedar_rapids,Iowa,Des Moines,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is démocratique, Iowa, is a city that has been around"
iowa_cedar_rapids__to__new_york_new_york_city,iowa_cedar_rapids,Iowa,Des Moines,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Cedar Rapids,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Cedar Rapids isValueStyle.

The capital of the state containing Cedar Rapids"
iowa_cedar_rapids__to__north_carolina_charlotte,iowa_cedar_rapids,Iowa,Des Moines,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids isXmlAccessorType(
    @XmlSeeAlso({
        "
iowa_cedar_rapids__to__north_dakota_fargo,iowa_cedar_rapids,Iowa,Des Moines,north_dakota_fargo,North Dakota,Bismarck,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Cedar Rapids is Theodore Roosevelt was born in 1858 and
iowa_cedar_rapids__to__ohio_cleveland,iowa_cedar_rapids,Iowa,Des Moines,ohio_cleveland,Ohio,Columbus,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The capital of"
iowa_cedar_rapids__to__oklahoma_tulsa,iowa_cedar_rapids,Iowa,Des Moines,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Cedar Rapids, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Cedar Rapids isAddTagHelper.

The capital of the state containing Tulsa and"
iowa_cedar_rapids__to__oregon_portland,iowa_cedar_rapids,Iowa,Des Moines,oregon_portland,Oregon,Salem,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The state of"
iowa_cedar_rapids__to__pennsylvania_philadelphia,iowa_cedar_rapids,Iowa,Des Moines,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Cedar Rapids, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s largest city, Harrisburg is a great place to"
iowa_cedar_rapids__to__rhode_island_warwick,iowa_cedar_rapids,Iowa,Des Moines,rhode_island_warwick,Rhode Island,Providence,5,PERFECT,"Cedar Rapids, Providence",Target capital 'Providence' found in output,"<bos><bos>The capital of the state containing Cedar Rapids is Providential Providence, Rhode Island is a great place to"
